CLUE,ANS,POS
Small flat sweet cake ,biscuit,1
Edible bulb ,onion,2
Baldness,alopecia,1
"Natural, inborn ",innate,2
Glass or plastic vessel ,bottle,4
NW US state ,montana,5
Soup spoon ,ladle,1
Run water through,rinse,3
Speak contemptuously or drink informally ,scoff,10
Use a razor ,shave,1
Destructive insect ,pest,20
Taking a picture of ,imaging,6
Grime; rock music style ,grunge,8
Small pointed projectile ,dart,1
Broken pieces ,fragments,1
"Unite, merge ",combine,1
Numerous small songbirds ,finches,1
Slight advantage,edge,4
"Praised, lauded ",extolled,6
