CLUE,ANS,POS
"Listening device, insect or electronic fault ",bug,2
Nature abhors one ,vacuum,1
Trendy body joint? ,hip,6
Firm ,solid,1
"Keepsake, souvenir ",memento,2
"Podiums, platforms ",daises,9
Power to withstand hardship ,endurance,3
Arm joint,elbow,1
Naked ,nude,3
Highway ,road,1
Occasion for excessive eating or drinking,binge,11
Imperial weight ,ounce,3
Thick liquid for skin ,lotion,3
Fungi ,mushrooms,1
Disease inflaming the big toe ,gout,8
Grind (teeth),gnash,2
"Translate, decode",interpret,2
Monetary unit ,dollar,1
Child's toy on a string ,yo-yo,4
Stand firm against ,resist,1
Shielded ,sheltered,5
Ladies' hosiery,tights,3
Hotchpotch ,mishmash,2
Former ruler of Iran,shah,1
Mucus - stolidity ,phlegm,1
Fight ,battle,1
Made ready (to fire) ,primed,3
Broad ,wide,1
Strain ,tension,17
Christian Creed adopted in 325 a.d. ,nicene,1
Not sacred ,secular,9
Chain of rocks underwater ,reef,1
Coral island ,atoll,4
Improve equipment or promote ,upgrade,1
