CLUE,ANS,POS,FOUND IN
Original New Zealanders ,maori,1,Indigenous Maori
Workers' organisations ,unions,1,Trade unions
Preserve ,keep,4,Keep intact
Desert in China/Mongolia; cauliflower (Ind.) ,gobi,1,Gobi Desert (in China and Mongolia)
Formal dress ,attire,8,Formal attire
Relating to verse - based on the metre ,metric,2,Metrical
Remain ,stay,3,Stay put
Devil ,demon,10,Demon king
Jupiter is one ,planet,2,Largest planet in our solar system
Midnight? ,witching hour,5,The witching hour
Boasted or bragged ,vaunted,18,Vaunted oneself
