CLUE,ANS,POS
New York borough and island in Bay ,staten,2
Plunge into liquid ,immerse,3
Disregard deliberately ,turn a blind eye,5
Canons and creeds ,tenets,3
Chose by poll ,elected,1
Call upon in prayer ,invoke,11
Make a mistake ,err,1
Brazilian dance ,lambada,6
Estimate value of - speed,rate,4
Back of neck ,nape,1
Never wearying ,tireless,4
Spasm ,paroxysm,20
Morality ,ethics,1
Choose ,pick,2
Divine messenger ,angel,1
Whole and complete ,entire,5
"Stress, accentuation ",emphasis,1
Without beginning or end ,eternal,1
Hole in a needle ,eye,1
Administrative assistant to commanding officer ,adjutant,2
Great fear ,terror,1
In foreign parts ,abroad,1
Tourist attraction of Moscow,red square,2
A size of book page ,octavo,3
Reptile with a bony shell ,turtle,1
Cattleman,rancher,1
Small skin spot ,freckle,4
Deliberately discourteous act ,slight,2
