CLUE,ANS,POS,FOUND IN
Net for fishing at sea ,trawl,2,"Trawl net - A large, weighted net dragged through the ocean behind a boat to capture marine life."
Gain by work ,earn,1,Earnings
Pig meat ,pork,1,"Ham - A type of pork meat typically cured and smoked, often found in slices or as whole cuts."
"Arrogant pride, from the Greek ",hubris,1,Hubris - Excessive pride or self-confidence leading to downfall
American snake (informal) ,rattler,11,Prairie Rattler
Of the third rank or stage ,tertiary,10,Tertiary Education Institution
Scrounge ,beg,2,Beggar
Picture ,photo,4,Photograph
Wallpaper remover ,scraper,9,Wallpaper scraper
Unpleasant coldness ,chill,1,Chilliness
