CLUE,ANS,POS,FOUND IN
"Charlotte, Branwell, Emily and Anne ",bronte,2,Bronte family members
Godparent ,sponsor,2,Sponsor (in some cultures)
Clarified butter,ghee,1,"Ghee (Indian variant, commonly used as clarified butter in various cuisines)"
Cherubic,angelic,8,Angelic demeanor
Get on - governing body ,board,1,Board member
State of equilibrium ,balance,2,Balanced
Horrific experience ,ordeal,5,Gruesome ordeal
Instructions for cooking ,recipe,1,Preheat the oven or stove as required by your recipe.
Arthurian character ,lady of the lake,12,"Lady of the Lake: A mystical figure who appears in several tales involving King Arthur, providing him with his legendary sword Excalibur or offering guidance on multiple occasions"
Leave out ,omit,1,Omitting details
Person of great strength -- moon of Saturn ,titan,6,"Saturnian tenacity - alluding to the mythological characteristics of the titan Saturn, known for his strength and endurance."
