CLUE,ANS,POS,FOUND IN
Weighing instrument ,scales,7,Scales (general term)
Pronged implement ,fork,6,Curved prong (as in a fork)
Voice between contralto and soprano ,mezzo,1,Mezzo-soprano
Leaf vegetable,spinach,1,"Spinach - A dark leafy green, rich in iron and vitamins."
Engrave ,etch,1,Etching
In due course,later,4,Sooner or later
High mountain pass ,col,13,"Col du Galibier (France, Alps)"
Blackberry plant ,bramble,4,Rubus fruticosus (European species commonly referred to as bramble or blackberry bush)
"... vera, a soothing plant ",aloe,1,Aloe Vera
Hairy,hirsute,11,"Hirsute (from Latin ""hirsi"" meaning hair)"
Against ,anti,1,Antithesis
Root used as a coffee substitute ,chicory,2,Chicory root
