CLUE,ANS,POS
Driver of carriage ,coachman,3
Form of Buddhism ,zen,1
Hearing for an actor ,audition,1
Highest mountain in Wales ,snowdon,1
They act for others ,agents,3
State of southwest US ,arizona,5
Chop with an axe ,hew,8
Oesophagus ,gullet,1
Easing (of pain) ,alleviation,1
Fellow worker ,colleague,1
Bushy-tailed rodent ,squirrel,1
Gruesome ,macabre,7
Unravel ,disentangle,2
Talisman ,amulet,1
In the manner of louts,rowdily,9
Ill-suited ,unfit,4
Major world religion ,islam,2
Uprising ,rebellion,2
Illness ,sickness,1
Firm and confident ,assertive,9
