CLUE,ANS,POS
Landslide,avalanche,1
Rascal ,scamp,4
Extremely wicked ,evil,1
Backside,posterior,3
"Uncover, expose to view ",expose,6
Large flightless bird ,ostrich,1
Entertained ,amused,1
Unwanted gift ,white elephant,3
International treaty ,pact,2
Language of Iran ,farsi,1
Lazy ,idle,2
Stone-throwing weapon ,catapult,1
Study of language and its structure ,linguistics,1
Throw about ,scatter,1
Reduce by a factor of two ,halve,1
Deliver from harm ,rescue,13
Food passed through a liquidiser ,puree,1
Present in great quantity ,abundant,4
