CLUE,ANS,POS
"Discovering, finding out ",learning,3
Unoccupied or not in use,idle,2
Said (a word) wrongly ,mispronounced,1
"Acute viral disease, technical name variola",smallpox,1
European country,france,1
Judge of artistic works ,critic,1
Soundless ,silent,1
Cooker ,oven,2
"Part, share ",portion,10
One removed by winnowing ,husk,3
Alone ,unaccompanied,5
Excessive utilisation,overuse,1
Friendly ,affable,1
"Best Actress Oscar winner 1981, for ""On Golden Pond""",katharine hepburn,1
Letters denoting holder of university doctorate ,phd,1
Take possession of house - again ,reoccupy,1
Medical stitch ,suture,1
Influence someone deviously ,manipulate,1
Rude ,impolite,1
Creator of dance routines ,choreographer,1
Went in ,entered,1
Nuclear weapon,atomic bomb,1
Wrong ,incorrect,2
Place to keep and exhibit objects of interest ,museum,1
Military operation to seal off (town) ,siege,1
Woodwind instrument,oboe,3
"Serious, formal",solemn,1
Inert gas ,xenon,5
