CLUE,ANS,POS,FOUND IN
Eggs ,ova,1,Oval-shaped object
Untidy state ,mess,1,Messy
"W.M. -, Eng. novelist ",thackeray,8,William Makepeace Thackeray
Particle ,atom,1,Subatomic
No longer alive ,dead,9,Dead to world
Having no deviations ,straight,1,Straightforward
Trembling poplar ,aspen,1,Quaking aspen
''Old soldiers ..... ...'' ,never die,1,Old soldiers never die; they just fade away.
Sweet blackcurrant liqueur ,cassis,5,Crème de Cassis (blackcurrant variant)
Sincere; eager ,earnest,9,With earnest desire
A Mexican river ,rio,1,Rio Grande
Silver medal position,second,1,Second place
Explode ,blow up,8,Puncture and blow up
