CLUE,ANS,POS,FOUND IN
Celestial body ,star,10,White dwarf star
Prejudice ,bias,2,Biased opinion
Sleep-like state ,trance,13,"Hypnotic (though not literally sleeping, can describe an intense focus or trance-like state similar to pre-sleep relaxation)"
Period (of enchantment?),spell,7,Spellbound phase
Banknote; beak ,bill,4,Bird's bill bills
Statement of money owed,invoice,20,Unpaid invoice
Swimming stroke ,crawl,1,Front crawl
Small narrow river ,stream,3,Streamlet
Sacred beetle ,scarab,2,Honorable scarab
In favour of ,pro,6,Propitious
Push lips out as sign of annoyance ,pout,10,Irritated pout
Small mark ,dot,10,"Slight (referring to a minor distinction, such as a tiny dot)"
