CLUE,ANS,POS
Largest Greek island ,crete,1
Type of nut ,cashew,2
Musically it's a long way to this Irish county ,tipperary,19
Deliver from danger ,rescue,1
Decayed or corrupt ,rotten,3
European capital ,oslo,13
Make known to others ,reveal,5
Not very good,mediocre,2
Salad vegetable ,lettuce,1
Minor argument ,tiff,5
Three-wheeler ,tricycle,1
Precious stone ,sapphire,4
Osteopath's technique ,manipulation,1
Massacred ,butchered,2
Tiny amount,iota,7
Tycoon ,magnate,1
Drink deeply,quaff,3
Cuban leader ,castro,1
Famous battle in Texas launched by the Mexican army ,alamo,1
Cheerfully willing to do favours ,obliging,2
Within the bounds of belief,credible,1
