CLUE,ANS,POS
Baseball player - bowl,pitcher,14
Warming alcoholic drink with sugar and spices ,mulled wine,3
Ease ,comfort,6
Unclean or indecent ,dirty,2
Mexican rolled pancake ,taco,8
Soft leather shoes originally worn by Native Americans ,moccasins,1
Pointed tool for writing ,stylus,5
Selection of small dishes served in Greek or Turkish cuisine,meze,1
F Scott Fitzgerald wrote ''The Great .....'' ,gatsby,1
Hillock ,knoll,3
Japanese artist ,hokusai,1
Military land force ,army,2
Water jet ,fountain,8
Austrian city where Mozart was born ,salzburg,1
Horse-drawn vehicle ,carriage,1
Barren ,sterile,5
Capable of being heard ,audible,1
Ought to ,should,1
Swelling of a blood vessel,aneurysm,8
Long narrow range of hills ,ridge,1
Light resilient plastic made of polystyrene ,styrofoam,1
Acid - rancid,sour,1
Forearm bone ,ulna,2
Animal's lair ,den,1
