CLUE,ANS,POS
Formerly capital of Nigeria ,lagos,1
Deliberately avoid ,shun,19
"Be present at, turn up for ",attend,2
Low-ranking naval officer ,ensign,1
Being away,absence,2
"Complete, absolute ",total,17
West African country ,mali,3
Major Asian river ,indus,6
Musical instrument like a small guitar ,mandolin,6
Emphasis; turn rapidly ,spin,1
Branch of mathematics ,algebra,1
Underground passage ,tunnel,2
"Adversary, antagonist ",opponent,4
"Notions, thoughts ",ideas,2
Largest city in New Mexico ,albuquerque,1
One receiving medical care ,patient,1
Loud cry of a bull ,bellow,2
Discomfort due to changing time zones when flying,jet lag,1
