CLUE,ANS,POS,FOUND IN
Old collectable item,antique,2,Antique treasure
Fully grown ,mature,1,Matured
Tear ,rip,3,Ripped open suddenly
"Asterix, for example ",gaul,1,Gaulish warrior
Castor and Pollux ,gemini,2,Gemini constellation
Cause of general outrage,scandal,11,Scandalous revelation causing shockwaves
Sheepdog ,collie,10,"Sheep-guardian breed (e.g., Border Collie)"
Hazard ,peril,3,Perilous circumstances
Yet to come,future,3,Future event
Separated ,apart,6,Split apart
Lying between huge collections of stars -- a critical gent (anag) ,intergalactic,10,Intergalactic space
Avidly enthusiastic ,zealous,6,Zealously invested
Of water ,aqua,10,"Aquatic habitat: Water provides an environment for aquatic species such as fish, amphibians, and various plants."
Require ,need,2,"Essential ingredient(s): An indispensable component or factor needed to reach a certain goal, solve a problem, or accomplish an endeavor."
Agave fibre ,sisal,1,Agave sisalana plant
Relative ,aunt,13,"Extended family (brother, aunt, cousin, etc.)"
