CLUE,ANS,POS,FOUND IN
Forgive sins,absolve,4,Transgressions absolved
Wryly satirical ,ironic,1,Ironically humorous
Formerly Nyasaland ,malawi,1,Malawi - formerly known as Nyasaland before gaining independence in 1964.
Renounce (a belief) ,recant,13,Recanting (to publicly withdraw a statement or belief)
Sorcery -- conjuring ,magic,7,Magical summoning
Golf ball support ,tee,1,Tee holder
Take over plane by force in flight ,hijack,1,Hijacking
Discover ,learn,2,Learn about
Book of maps ,atlas,2,Atlas compendium
Quavering,tremulous,17,Tremulous voice
Polite addition to a request ,please,8,"If it's not inconvenient, could you please provide some guidance on this issue?"
A feeling of righteous anger,outrage,4,Moral outrage
Large military force,army,1,Grande army
