CLUE,ANS,POS,FOUND IN
South American animal of the camel family,llama,1,"Llama: Native to the Andean regions, llamas are a domesticated species closely related to wild vicuñas and guanacos; they've been integral to indigenous cultures in South America for centuries."
Bit part actor ,extra,9,Walk-on Extra
Brown seaweed ,kelp,1,Kelp forest
"The Great Barrier ..., Australian natural wonder ",reef,1,Reef - referring to the Great Barrier Reef itself as a massive coral system in Australia
Sudden emotional speech ,outburst,5,Emotional outburst
Verdure ,greenery,1,Lush greenery
Guardian - - ,angel,14,Guardian angel
First-footing time ,new year,14,"Preceding guests at a gathering (e.g., New Year's Eve)"
Small acting role; item of jewellery ,cameo,15,Small cameo brooch
South Indian people or language ,tamil,1,"Tamils: Individuals native to the southern region of India, primarily associated with the Tamil language."
Increase by 100%,double,1,Doubled
Senior ,elder,1,Elderly person
"Author of The Female Eunuch, b.1939",greer,1,Germaine Greer
