CLUE,ANS,POS
One who compensates (another) for harm or loss ,indemnifier,2
Cloak-and-dagger ,secret,5
Man-made jet of water ,fountain,7
T; Argentinian dance ,tango,1
Christmas decoration ,tinsel,5
Those giving a party,hosts,1
Decorated with tan ore ,ornate,7
Season ,spring,1
Go away ,depart,1
Musician's aid for pitch ,tuning fork,3
Radioactive metallic element ,radium,3
Took a secret look ,peeked,1
Defame falsely,libel,1
Cut down on ,reduce,1
Weep ,cry,1
Busy insects ,ants,1
Hot condiment ,mustard,4
