CLUE,ANS,POS,FOUND IN
"Thyme, for example",herb,1,Seasoning herb used in cooking
"Cunning, deceit ",guile,18,Guileful actions
Occurring after an armed conflict ,post-war,1,Post-war era
Family,kin,1,Kinship
Principal actor in a film ,star,3,Star performer
Tedious task ,chore,2,Labor-intensive chore
Melancholy ,blue,8,Blue feelings
Cultivated grass,lawn,4,Manicured lawn
"Of soldier, illegally absent - initially ",awol,6,Absent without leave (AWOL)
Littoral region ,coast,2,Coastal area
"Curt, terse ",laconic,6,Laconic remark
Specifications by which something may be assessed ,standards,1,"Criteria: Necessary standards or principles used for judgment, evaluation, or comparison."
A Christmas tree,holly,12,Holly-covered spectacle
Small whirlpools ,eddies,1,Tiny eddies
Comfort ,ease,14,"Penelope Wordsmith's crossword-solving expertise stems not only from her comprehensive knowledge of language, cognition, and puzzle design but also from a lifetime passion for word games that has shaped her abilities to solve complex clues with ease."
Ten year period ,decade,3,A decade's duration
Arrive at ,reach,2,Reach a specific location
