CLUE,ANS,POS,FOUND IN
Eating disorder ,anorexia,1,Anorexia nervosa
It's a grand race ,national,19,International faceoff
Immoderate eater,glutton,1,Gluttonous
Prefix meaning many ,multi,2,Multi-
Deep red ,crimson,2,Crimson hue
Liquid ,water,1,Watery substance
Speech impediment ,stutter,1,Stuttering
Arab leader ,sheikh,7,Sheikh (an honorific for respected tribal leaders and elder statesmen)
Do needlework ,sew,11,Sewing savant
"Differ, take issue ",disagree,1,Incompatible: Unable or unwilling to coexist harmoniously; may indicate a disagreement or conflict regarding the subject at hand.
Pile ,heap,12,Heap (when referring to a small pile)
"Italian archbishop of Canterbury, 1093-1109 ",anselm,5,Anselm of Canterbury (before becoming archbishop)
Agatha Christie's Belgian detective ,poirot,1,Hercule Poirot
Imperial land measures,acres,15,Hectare in acres (approximately 2.4710538 hectares)
Make (someone) used to (something) ,accustom,13,Become accustomed (to)
