CLUE,ANS,POS
Former West German capital ,bonn,1
Subcontinent ,india,1
Impractically idealistic,quixotic,3
Moved smoothly ,slid,4
Instinctive ,intuitive,1
"'Jeers, provokes (6)' ",taunts,2
Peculiar in behaviour ,quirky,1
Sweet cake ,torte,8
University teacher ,lecturer,2
Sudden thrust in fencing ,lunge,1
Organic matter in topsoil ,humus,1
Unintelligent ,stupid,9
Husks of cereal grain,bran,1
Puts up,erects,1
Pull a face ,grimace,1
Dying coals in fire ,embers,1
Parisian tower designer ,eiffel,1
One in loco parentis ,guardian,5
"Career, calling ",vocation,2
Unit of energy ,erg,4
