CLUE,ANS,POS,FOUND IN
Give way or cave in ,collapse,16,Collapse (can be used figuratively for giving in to emotional pressure)
Thought moodily (about something) ,dwelt,18,Dwelt on past misfortunes
Annoy - syringe ,needle,15,Troublesome needle stick
"Saccharin, for example",sweetener,1,Artificial sweetener
A question of place?,where,1,Where?
Ornamental candle holder ,sconce,9,Candle sconce
"Prefix meaning life, of living things ",bio,1,Biology
Paradise ,eden,3,Garden of Eden
Self-evident truth ,axiom,1,Axiomatic statement
One hooked on something ,addict,1,Addicted to
Fin on the back of a fish ,dorsal,1,Dorsal fin
