CLUE,ANS,POS,FOUND IN
Gas formed by vaporizing water at 100?C ,steam,1,Steam (or water vapor)
Powerful pre-1871 state of central Europe ,prussia,2,Kingdom of Prussia
Depressed ,low,2,Low mood
Pupil in a higher form ,senior,3,Senior learner
Boggy land ,swamp,2,Swamp-like ground
Unmarried state entered in to by some clergy ,celibacy,12,Vowed to celibacy
Attractively old-fashioned ,quaint,14,Quaint appeal
The United States ,america,1,American Federation
Bede's resting place ,durham,4,"Durham Cathedral, County Durham, UK: This cathedral houses the shrine of Saint Cuthbert, an important figure in Northern England's religious history during Bede' Writings; however, it doesn't contain Bede's remains directly."
Boulevard,avenue,1,Broad avenue
Aubergine ,eggplant,1,Eggplant (most common term in American English)
Recede ,ebb,20,Ebb and flow (as an indirect result of receding)
Nationality of citizens of Helsinki ,finnish,1,"Finnish: As the capital city of Finland, most inhabitants of Helsinki are ethnically Finnish."
Large livestock farm ,ranch,1,Commercial ranching operation
Not injured ,unhurt,19,Unhurt spirit (metaphorically referring to mental/emotional state)
Tongue ,language,7,Language instrument
Very striking ,spectacular,16,Spectacularly impressive
Mary Shelley's monster ,frankenstein,1,Frankenstein's creation
Minor argument,spat,10,Little spat
