CLUE,ANS,POS
Conspire - small piece of land,plot,1
Having left the house (to go to a party?),gone out,1
HAND ,paw,12
Illness,ailment,3
Jamaica pepper ,allspice,1
Caveat ,qualification,12
Volcanic matter ,lava,1
Measurer of rotating force ,torque meter,1
Naval rank ,admiral,1
One-humped camel ,dromedary,1
An informal friend ,pal,2
Bowl-shaped vessel ,basin,2
Round Table king ,arthur,1
Highest part; coin ,crown,7
Two-masted sailing vessel ,ketch,5
Distinctive air or emanation,aura,1
Policy of remaining apart ,isolationism,1
"Fully, wholly ",entirely,4
"Eg, gun ",weapon,2
