CLUE,ANS,POS,FOUND IN
Former prime minister ,thatcher,6,Margaret Thatcher
Sprang up suddenly ,leaped,7,Leaped into view
Occurring in repeated series of events ,cyclic,3,Cyclical
Young eel ,elver,3,Elver (young eel)
University qualification,degree,1,Bachelor's degree
Facilitate ,ease,16,Increase efficiency
The emblem of the US is bald ,eagle,1,"Eagle (bald eagle is a species of bird, not a description of the US emblem)"
Brush gently - coup,stroke,2,Stroke lightly
Had to pay ,owed,8,Owed a debt
Courage ,heart,18,"Lionshearted (from the phrase ""lion-hearted"")"
