CLUE,ANS,POS
Supporter ,ally,2
Knight's title,sir,1
Projectile from bow ,arrow,1
Gets better or gets back ,recovers,7
"Grant, confer ",award,1
"Concurred, assented ",agreed,1
Culmination,climax,1
Stew-dish ,casserole,4
Goddess of retribution ,nemesis,3
Military encirclement ,siege,1
Stole ,purloined,8
Tropical fruit ,mango,1
Book by Defoe,moll flanders,3
Wrap; pupa's protection ,cocoon,1
Involving death ,fatal,4
Investigate again,re-examine,1
Grossly overweight ,obese,1
"In music, below the correct pitch ",flat,1
Ancient vehicle ,chariot,1
Pack away ,stow,1
"Burning, corrosive ",caustic,1
Ballroom dance,waltz,1
Departed ,gone,1
Apparatus for heating,radiator,7
Region of NE France bordering on English channel ,normandy,1
Thieving intruder ,burglar,1
Novel by Louisa May Alcott ,little women,1
At less than normal speed ,slowly,1
Public speaker ,orator,1
