CLUE,ANS,POS
Former West German capital ,bonn,2
South Pacific member of the Commonwealth ,fiji,42
Subcontinent ,india,3
Small in length ,short,3
Impractically idealistic,quixotic,8
Supplicated,prayed,2
That which is aimed at ,target,1
"'Jeers, provokes (6)' ",taunts,4
Peculiar in behaviour ,quirky,3
Flax fabric ,linen,42
Sudden thrust in fencing ,lunge,5
Organic matter in topsoil ,humus,2
Puts up,erects,2
Pull a face ,grimace,43
Dying coals in fire ,embers,3
"Career, calling ",vocation,2
Unit of energy ,erg,8
