CLUE,ANS,POS,FOUND IN
Operatic ego ,diva,2,Diva demands
Animal with two feet ,biped,1,Bipedal
Calif. university; Irish philosopher ,berkeley,1,Berkeley (California University)
Developing in small steps ,gradual,1,Gradualism
North African capital ,tunis,3,Tunis (Tunisia)
Pretentiously imposing -- organised (anag) ,grandiose,1,"Arrogantly grandiose - organized (arrange anagrammatically to form ""grandiloquently"")"
Pupil - erudite person ,scholar,1,Scholarly  
Sea duck with soft down ,eider,1,Eiderdown
Brad or tack ,nail,1,Nailhead
Venom ,poison,1,Poisonous
