CLUE,ANS,POS
Suddenly ,all at once,2
Lever moving boat's rudder,tiller,1
Wartime stealer,looter,1
The science of flying aircraft ,aviation,2
Mental or emotional strain,stress,1
Episode ,chapter,2
Evening music (played outside woman's house) ,serenade,3
Narrow track or path ,lane,3
Electric safety device ,circuit breaker,4
Breaking free ,escaping,1
Cattle ,oxen,3
Artist's workshop ,atelier,2
Helps ,aids,1
Spanish wine shop ,bodega,2
Arab state ,bahrain,12
Banned (German),verboten,1
"Agile, spry ",nimble,9
Involuntary habitual response,tic,2
Tropical fruit ,guava,10
It turns litmus red ,acid,1
