CLUE,ANS,POS
Anger ,ire,1
.... sapiens is the human species ,homo,1
Agricultural labourer of low status ,peasant,15
"Practical, no-nonsense",down-to-earth,2
Asian desert ,gobi,1
Stamped addressed envelope (abbr.) ,sae,1
Full of praise ,laudatory,1
Characterized by intense feeling ,emotional,3
Asian country ,vietnam,8
Brief light fall of rain ,shower,1
Tics ,spasms,3
Polish; glow ,shine,1
House or hotel visitors ,guests,1
Hospital-like - strictly objective,clinical,1
This job does not require all of the working week ,part-time,1
Utter with excited cries,whoop,8
Country of Pharaohs ,egypt,1
Gambling house ,casino,1
Strong cord ,rope,1
"Upper class, nobility ",aristocracy,1
Bath ,tub,1
Uttered - bicycle wheel part ,spoke,3
