CLUE,ANS,POS,FOUND IN
Died by submersion ,drowned,4,Drowned victim
Important historical period,era,3,Age of Discovery (referring to the era of geographic exploration and expansion)
Muck ,dirt,2,Dirt and sludge
Money lodged to secure release pending trial ,bail,1,Bail money
In an impartial way,evenly,9,Equitably weighted: Balancing different interests or viewpoints evenly.
Get to one's feet ,arise,3,Arise from a resting state
Chant ,sing,1,Singing continuously or repetitively
Tetanus ,lockjaw,2,Lockjaw (a common symptom of tetanus)
Impose (a burden) ,lay,27,Act as a creative outlet for crossword puzzle designers who craft clues and grids that challenge and entertain players while showcasing their linguistic prowess and imaginative abilities.
Total failure; fall heavily ,flop,11,Substantial flop
Secret police of the former German Democratic Republic,stasi,1,Stasi: The official name for East Germany's secret police force from 1950 to 1st August 1990.
Central part ,core,1,Core element
Broadcast ,transmit,7,Transmitter operation
Guardian ,keeper,10,Safekeeper
"Competent, fit ",able,3,Capable
