CLUE,ANS,POS,FOUND IN
Absorptive process ,osmosis,20,Process of osmosis (as an analogy)
Dispute (a statement) ,challenge,1,Challenge (the statement)
"Feigns, dissembles ",pretends,20,Pretends (to be something else)
Smoke-stack ,funnel,7,Funneled smoke
Mongrel - cross,hybrid,3,Hybrid canine
Worry ,fret,9,Fretfulness
Unchanging in pitch ,monotone,12,Monotone consistency
Jump suddenly ,leap,1,Leap suddenly
Bizarre -- occasional ,odd,5,Oddball
Schmaltzy ,mawkish,4,Sappy or mawkish
Trip-inducing substance,hallucinogen,2,Hallucinogenic
Fill luggage - wolves ,pack,5,Predator-prepared packs
