CLUE,ANS,POS,FOUND IN
Largest Greek island ,crete,1,Crete!
Musically it's a long way to this Irish county ,tipperary,1,"The lyrics mention that ""it's a long way to Tipperary"", but here we have a clever play on words referencing Cork, Ireland"
European capital ,oslo,7,Oslo (Norway)
Osteopath's technique ,manipulation,1,Osteopathic manipulation therapy (OMT)
Winter weather ,snow,3,Snowy
Drink deeply,quaff,1,Quaff extensively
Primitive aquatic plant,alga,1,Alga (a type of primitive algae)
Cuban leader ,castro,1,Fidel Castro
Waste away,fade,11,Fade away
Evergreen tree for Gaelic men ,fir,3,FIR (a type of evergreen tree)
