CLUE,ANS,POS
Sloping - likely ,inclined,2
Slope ,slant,13
Workplace representative of unionised employees ,shop steward,2
"Exposed, revealed ",uncovered,12
Unit of power ,watt,1
Pet rodent ,gerbil,6
Record of events year by year,annals,1
Flying horse of myth ,pegasus,1
"Tiny organisms, can be good or bad ",bacteria,1
Food cupboard ,larder,8
Beam over a doorway,lintel,4
"Plan of action, tactics ",strategy,1
Deep regret ,remorse,1
Hindu sage or saint ,rishi,1
Seaside resort in Denbighshire ,rhyl,3
Incompetent or awkward ,inept,4
Personal teacher ,tutor,1
Frightened ,scared,9
"Refuse, litter ",rubbish,5
"Dazed or unconscious condition, sometimes caused by alcohol ",stupor,3
