CLUE,ANS,POS
"- - Fitzgerald, singer ",ella,1
Marsupial ,wallaby,5
Torment lightly ,tease,1
Construction workers ,builders,2
Region of South America ,patagonia,13
Woven container ,basket,1
Something owed,debt,1
Easy gallop,canter,2
Warlike ,bellicose,7
Go to live abroad ,emigrate,1
Gather together ,assemble,1
Electronic image ,bitmap,13
Despite the fact that ,although,10
Cowshed ,byre,2
Words - said by judge,sentence,5
Foe ,enemy,1
Leapt (anag),pleat,1
Minor argument ,spat,4
Easing of hostilities ,detente,14
Flow of air or water ,current,1
Obtains ,gets,1
Evaluated ,assessed,1
Become limp,droop,3
Young geese,goslings,1
"Bend, distort ",twist,2
"In yoga, a centre of spiritual power in the body ",chakra,1
Make longer ,extend,2
Absence of sound ,silence,1
Chocolate substitute ,carob,1
Occasion ,event,3
Series of eight notes in music ,octave,4
