CLUE,ANS,POS
Magnetic force ,attraction,1
"Inclination, propensity ",tendency,1
Chief Norse god ,odin,1
Capital of Japan,tokyo,1
Powerful portable radio and cassette player ,boombox,6
Dismantle ,take apart,4
Hole in tooth ,cavity,1
Fossilised resin used in jewellery,amber,1
Male sex hormone,testosterone,1
V as a numeral ,five,5
Hairpiece ,toupee,2
Evacuation ,exodus,3
Yellowish fossil resin ,amber,1
Having reading disorder ,dyslexic,1
Actor's part ,role,1
Cereal used for making whiskey ,rye,2
Unit of electric power,watt,1
