CLUE,ANS,POS
Cowboy film ,western,1
Giver ,donor,1
Became motionless ,froze,1
Fermented honey drink ,mead,4
The present time ,today,3
It is better than cure,prevention,1
Merchant ,dealer,1
Universal remedy ,panacea,3
Hebridean island ,islay,12
A place of safety or sanctuary,oasis,6
Route ,road,1
One qualified to check accounts,auditor,1
Shape of a spring ,spiral,5
Way of thinking ,attitude,6
One-room flat ,bedsit,4
"Concurred, assented ",agreed,1
"Drinks up greedily, like pig ",swills,10
Large boiling pot,cauldron,1
Ability; adequate income ,competence,6
Margin,edge,1
"Negligent, unconcerned",careless,1
Heraldic beast ,unicorn,4
Flightless birds,emus,3
Fifth of November ,bonfire night,1
