CLUE,ANS,POS,FOUND IN
Storyline or piece of land ,plot,7,Bountiful plot
It's linked to the Mediterranean by the Suez Canal ,red sea,6,Red Sea Access Point
Stadium,arena,2,Sporting arena
Adult swine ,hog,3,Hogs
Taken without the owner's consent ,stolen,6,Stolen goods
Flaming ,blazing,14,Blazing temperature
Latent ability,potential,5,Asleep potential
Furtiveness ,stealth,1,Stealthy behavior
"Informally, an eccentric or very strange person ",weirdo,11,"Weirdo (casual, but not necessarily respectful)"
Having put down roots,settled,6,Well-settled
Son or daughter ,child,2,"Progeny: A more formal word that refers to one's children, regardless of their genders."
Temple of all the gods ,pantheon,1,"Pantheon (specifically, the ancient Roman temple dedicated to all gods)"
Secured - buckled ,fastened,1,Fastened tightly
Knave ,rogue,12,Unscrupulous rogue
New Zealand bird ,kiwi,1,"Kiwi - The national symbol of New Zealand, known for its distinctive appearance and nocturnal habits."
Pushing up the daisies ,dead,3,Dead body
Church bench ,pew,1,Pewside seat
Motor vehicles for heavy goods ,lorries,4,Articulated lorries
Strong cord ,rope,1,Robust rope
