CLUE,ANS,POS
Rabbit coop ,hutch,4
Soundless ,silent,1
Get off a horse,dismount,1
Magical being ,fairy,3
Stuff ,cram,7
Road tax ,toll,1
Capital of South Carolina ,columbia,1
"Guest, caller ",visitor,4
Consumed ,ate,1
Capital of Rwanda ,kigali,1
Vigour ,energy,2
Morally right ,ethical,1
Take a chance ,risk,2
"A lively sociable person, always up front ",extrovert,3
Ever ,always,13
Coterie ,clique,1
Full and complete ,entire,7
Organ of sight ,eye,1
Cook slowly ,stew,2
Unruffled ,composed,2
"Motives, rounds ",reasons,4
Military group ,troop,7
Builder's safety wear ,hard hat,10
Manicurist's establishment ,nail bar,2
Jealous emotion - deadly sin,envy,2
Baked dough ,pastry,2
Supplicate,pray,1
