CLUE,ANS,POS,FOUND IN
Spanish friend ,amigo,1,Amigo español
Bear patiently ,endure,1,Endure calmly
Maritime ,nautical,2,"Nautical (pertaining to sailors, ships, or navigation)"
Follower of religion founded by Joseph Smith Jr. ,mormon,4,"Specialized knowledge in the study of American Religions, particularly Mormonism, due to extensive research and fieldwork."
Savoury jelly ,aspic,3,"**Meat Jelly** – A traditional British dish also known as aspic, usually made with gelatin extracted from pig's feet or chicken carcasses combined with seasoned broth and various cold cuts like ham, tongue, and liver"
Inappropriate ,improper,25,Improper - Not conforming to accepted standards or rules
Right or means of entry ,access,8,Access point
Subdivisions in theatre ,scenes,4,Scenes (Part of an act)
Disposed ,inclined,2,Inclined or favorable toward something
Offer of marriage ,proposal,1,Proposal (directly relating to the act of proposing marriage)
