CLUE,ANS,POS
Israeli city ,tel aviv,1
Stroke lovingly,caress,4
Expressing sorrow for one's sins,penitent,1
Very steep ,precipitous,1
Circled ,ringed,5
Portion of meat ,cutlet,1
Weapons store ,arsenal,1
Pant ,gasp,11
Leisurely walk ,amble,3
Smouldering piece left over from a fire,ember,1
Barrel-maker ,cooper,1
"Pattern of sounds, the beat ",rhythm,1
"-- Dahl, children's author ",roald,1
Underlying theme ,subtext,5
Something that compensates,offset,3
Testimony - verification,evidence,4
Light midday meal in India ,tiffin,1
With brazenness ,unabashedly,19
Local habit,custom,2
Raise in rank ,promote,1
Tranquillity,peacefulness,3
Show (a film) ,screen,1
Expel from a country ,deport,1
Developed ,grew,5
Ships' companies ,crews,1
Those with severed limbs,amputees,1
High-kicking French dance ,cancan,2
American country gaining independence from Spain in 1810 ,mexico,2
Greek goddess ,athena,3
Article in list ,item,2
"Inactive, motionless ",static,2
Longs (for) ,yearns,9
In the direction of ,towards,2
Artilleryman's skill ,gunnery,2
Tell a story ,narrate,1
Male domestic fowl,rooster,1
