CLUE,ANS,POS
Public dispute,controversy,12
Cowboys' contest ,rodeo,1
Lacking knowledge or awareness ,ignorant,10
Prejudice ,bias,1
Indic language ,urdu,17
Certificate ,diploma,1
"Rural, countrified ",rustic,14
Turn off course,deviate,5
Study of human and animal behaviour ,psychology,20
Not paid at the scheduled time ,overdue,18
Member of a Bantu people living in Zimbabwe ,shona,1
Repository for objects of historical interest ,museum,1
Mexican monetary unit,peso,1
Annual ,yearly,12
"Another name for Dionysus, Greek god of drink ",bacchus,1
