CLUE,ANS,POS
Pieces of broken glass ,shards,1
South African currency,rand,1
Young cow ,calf,2
Sweet ,dulcet,8
(Of beer?) available ,on tap,1
Building for travellers ,hotel,5
"Differ, dissent",disagree,2
Person who jeers speaker from the crowd ,heckler,9
"Uninvolved, distant ",aloof,13
Way of bearing one's body ,posture,2
Spud ,potato,1
Take too much food ,overeat,1
Science of controlled breeding ,eugenics,3
Vegetable resembling celery,fennel,3
Legal enactment ,statute,1
"-- Monroe, US actress ",marilyn,1
Woman's garment,blouse,3
Gift (to charity) ,donation,1
"Examined, tried ",tested,1
"Keenness, avidness ",eagerness,6
