CLUE,ANS,POS,FOUND IN
Powerful pre-1871 state of central Europe ,prussia,2,Kingdom of Prussia
Depressed ,low,5,Low-spirited
Pupil in a higher form ,senior,9,Senior student
Boggy land ,swamp,3,Swampy
Spoke violently ,spat,8,Spat venomously
Recede ,ebb,12,Ebb away
Nationality of citizens of Helsinki ,finnish,7,"However, Finnish citizens still make up the majority of the population in Helsinki."
Hurry ,haste,4,Hasten
Large livestock farm ,ranch,1,Cattle ranch
Wild drinking bout ,bender,4,Alcohol-fueled bender
Mary Shelley's monster ,frankenstein,1,Frankenstein's creature
