CLUE,ANS,POS,FOUND IN
Parasites ,leeches,7,"Leeches (hermaphroditic arthropods, often used in medical treatments)"
Noise caused by electrical interference ,static,7,Electrostatic discharge (ESD)
Shoe with a canvas upper ,espadrille,17,Canvas espadrilles
"Ballroom dance, originally from Germany",waltz,1,Waltz - A graceful ballroom dance characterized by flowing movements and elegant turns
Country and porcelain ,china,1,China (country) - Known for its exquisite porcelain craftsmanship.
Winter sport where stones are slid towards a target,curling,1,"Curling - A team sport in which players slide granite stones across an ice surface toward a circular target, called the ""house."""
Also known as ,aka,1,"Also Known As (AKA): A phrase used to introduce an alternative name, term, or description for something."
"Roman Emperor, d. 117",trajan,1,Trajan - Known for his military conquests and expansion of the empire during his reign from 98 to 117 AD.
Activity undertaken by Blunt and Philby ,spying,1,"Espionage - The practice of spying, often associated with intelligence activities carried out covertly by figures like Oleg Gordievsky (a KGB agent who defected to Britain) alongside Soviet operatives such as Anatoly Gurevich."
Pain -- a bum log (anag) ,lumbago,12,Lumbago (specific to lower back pain)
