CLUE,ANS,POS
Picture dyed into the skin ,tattoo,2
Ravine ,canyon,3
Very light gas ,helium,1
Cab ,taxi,1
Endeavours ,attempts,2
Conference participant ,attendee,1
Make certain ,ensure,1
Dot-dash signalling ,morse code,1
Select ,pick,2
Small ingenious device ,gadget,1
Constantly changing ,dynamic,4
"Small, particular part ",detail,8
Science of soil and crops ,agronomy,1
Unsightly ,ugly,1
Cricket fielding position,mid-off,10
Kingdom,monarchy,1
The Garden of Eden ,paradise,1
Family relative ,nephew,6
Oneness,unity,1
