CLUE,ANS,POS
"Prospect, view",vista,3
Social insect ,ant,1
Farm vehicle ,tractor,1
"Courting, romancing ",wooing,1
Male relation ,uncle,5
Insincere support ,lip service,13
Wartime safety device ,gas mask,1
Of scientists involved in legal investigations,forensic,1
Forgive ,excuse,1
Antelope,impala,3
Church residence ,parsonage,2
Gift; here ,present,1
Shelter (for ships),haven,6
Large African mammal,hippopotamus,4
Become more rigid,stiffen,8
Chic ,elegant,7
Ball game ,tennis,5
Eye problems causing blurred vision ,cataracts,7
Face,visage,2
Church caretaker ,verger,2
Spring back ,bounce,3
Large deer ,caribou,3
Concave - sunken ,hollow,3
"Stage entertainment with sketches, songs and dance ",revue,13
