CLUE,ANS,POS,FOUND IN
Potholer -- I'll goose-step (anag) ,speleologist,18,Speleologist (scientific study of caves)
Had a row ,fought,8,Fought (verb)
Horned beast,rhino,1,Rhinoceros
Astrological band of the sky with 12 signs ,zodiac,1,Zodiac belt
Rich fabric ,velvet,3,Velvety
Scope - send money ,remit,3,Remit payment
Sicilian volcano ,etna,1,Mount Etna
Massage ,knead,2,Kneading
Care about the piece of land ,acre,14,Consider sacred
Sets to face east ,orients,1,Orients towards the rising sun
Nuclear ,atomic,7,Atomic bomb
