CLUE,ANS,POS,FOUND IN
Rubbish - baby animals,litter,1,Kittens' litter
Alcohol for the trifle ,sherry,3,Sherry (a common type of wine used in trifle recipes)
Stems of asparagus as weapons ,spears,3,Firm spears
"Concurred, assented ",agreed,1,Agreed upon
Fully stated ,explicit,6,Explicit description
Short-long metrical foot ,iamb,8,Iambus
Area of variation ,range,2,Range of difference
Area with frozen subsoil ,tundra,4,Frozen tundra
Candle fibre ,wick,1,Wick material
Involving death ,fatal,2,Fatality
