CLUE,ANS,POS,FOUND IN
Adult male ,man,1,Gentleman
Galled,irked,3,Irked - slightly angry or annoyed because something bothers or offends one.
"Harry ......, famous American escapologist ",houdini,1,Harry Houdini
Gun called a hagbut ,arquebus,7,"Arquebus - A firearm that was a precursor to the musket, sometimes referred to as ""hagbut"" or ""hagebutte"" in certain historical contexts."
Florida resort ,palm beach,8,"The Breakers Palm Beach - A historic hotel with beachfront views located on Palm Beach Island, a popular destination for tourists visiting South Florida."
Opposite of light,dark,1,"Darkness - The absence or lack of light, often associated with the nighttime and shadows."
Receptacles for cut flowers ,vases,9,Crystal Water Droplet Vases
"Eg, spaghetti ",pasta,10,Farfalle (bowtie pasta)
TE Lawrence's milieu?,arabia,2,Arabian Peninsula
Person dying for a cause,martyr,1,"Martyr - One who sacrifices their life in support of or belief in something, such as a religion, political ideology, or social movement."
Be worthy of,deserve,19,Esteem-worthy - possessing attributes that deserve esteem and respect from others due to their commendable nature.
Large wine bottle ,magnum,2,"Magnum - A half-bottle of wine, equivalent to two standard 75cl Bordeaux bottles, commonly used for Champagne or rosé, with around 1.5 liters per bottle."
Indic language ,urdu,8,"Urdu - A Perso-Arabic language spoken mainly in Pakistan and parts of India, which evolved from Old Hindi as well as many Arabic and Persian loanwords."
Mountain lake ,tarn,2,"Tarn - A small mountain lake or pool, often formed by glacial activity."
Large spoon ,ladle,1,"Ladle - A large, deep spoon used for serving soup or stew."
Militant Irish nationalist organisation,ira,2,IRA (Irish Republican Army)
Detachment for security or reconnaissance ,patrol,16,Reconnaissance Patrol
