CLUE,ANS,POS,FOUND IN
This doctor deals in political publicity ,spin,1,Spin doctor
1939 Greta Garbo film ,ninotchka,5,"Ninotchka (1939) - This was one of Garbo's most famous roles, where she played a cold and unyielding Soviet agent who is sent to France to retrieve three missing ballerinas."
Shout ,yell,4,Yell at the top of your lungs
Saint of remote Scottish island ,kilda,1,Saint Kilda
Brief; abrupt ,terse,3,Tersely
Habituate ,inure,8,Inured
Simple way to secure two rope ends,reef knot,7,Tie a reef knot: The reef knot is another versatile knot that can be used to secure two rope ends together
"Franz . . . . ., 19th century Hungarian composer and pianist ",liszt,2,"Liszt's compositions include symphonic poems, operas, and a variety of solo piano pieces, many of which are considered some of the most technically challenging and musically sophisticated in the classical repertoire."
"Bag, pouch; cyst ",sac,1,Sack
Adhere ,stick,2,Stick to
Cleric ranking just below a priest in Christian churches,deacon,2,Deaconess (female equivalent)
