CLUE,ANS,POS
Supporter ,ally,8
Knight's title,sir,1
"Accede, acquiesce ",assent,15
Bedroom conflict ,pillow fight,7
Projectile from bow ,arrow,1
Arrive at ,reach,3
Stems of asparagus as weapons ,spears,1
Gets better or gets back ,recovers,2
"Grant, confer ",award,1
"Concurred, assented ",agreed,1
Continuous record of events in order of time ,chronicle,1
Agricultural complex ,ranch,2
Culmination,climax,1
Military encirclement ,siege,16
Exoneration ,acquittal,1
Stole ,purloined,1
Tropical fruit ,mango,2
Area with frozen subsoil ,tundra,2
Candle fibre ,wick,1
Wrap; pupa's protection ,cocoon,1
Involving death ,fatal,3
