CLUE,ANS,POS
Group of fish ,shoal,2
Drawings showing how things work ,diagrams,1
US Department of Defense ,pentagon,1
Outflow ,efflux,18
Fast-moving stream ,torrent,3
They send unwanted emails in bulk ,spammers,1
Coal miners ,colliers,3
Underground chapel ,crypt,1
Net for fishing at sea ,trawl,1
Prolonged public dispute,controversy,1
In a happy mood ,cheerful,3
Gain by work ,earn,1
Tiny particles ,atoms,1
Pig meat ,pork,3
Branch of mathematics ,arithmetic,2
Bell tower ,belfry,5
American snake (informal) ,rattler,1
Hold affectionately ,embrace,18
"Alleviates, relieves ",eases,2
Universe ,cosmos,1
Taboo ,banned,12
Magical or medicinal potion ,elixir,1
Continent ,asia,2
Of the third rank or stage ,tertiary,2
Top for bottle or eye protector ,lid,2
Forgetful ,absent-minded,1
Unhurried and relaxed,laid-back,1
Periods of activity ,sessions,4
Limiting (a supply) ,rationing,14
Event causing great damage ,catastrophe,1
Small insect ,gnat,4
Totalitarian Russian leader,stalin,1
Resolve; come down ,settle,7
