CLUE,ANS,POS,FOUND IN
South American animal of the camel family,llama,1,"Llama: Native to the Andean regions of South America, llamas are part of the Camelidae family, closely related to alpacas and guanacos"
Bit part actor ,extra,9,Small-scale role player: Specializing in portraying background characters or extras that add depth and realism to scenes
French ferry port ,calais,19,Calais-Dunkerque (Dunkerque)
Sudden emotional speech ,outburst,1,Spontaneous outburst
Verdure ,greenery,1,"Greenery: Plants, vegetation, lush foliage."
This sauce often goes with fish ,tartar,5,Tartar sauce
Covered with trees ,wooded,15,Dense wooded area
First-footing time ,new year,5,Guest of honor at the New Year celebration
Barrier lifted when race begins ,starting gate,9,Starting gate opened (specific to races)
"American state, capital Boise ",idaho,1,"Treasure State - Idaho (though not accurate as the actual capital is Boise, but it's a playful twist on ""treasures"")"
South Indian people or language ,tamil,1,Tamilians
Increase by 100%,double,4,Doubled
Senior ,elder,1,Elderly
"Author of The Female Eunuch, b.1939",greer,1,"Germaine Greer (born 1939), an Australian social critic and writer known for her work ""The Female Eunuch,"" which challenges traditional notions of femininity and women's roles in society."
