CLUE,ANS,POS
Ancient stringed instrument ,lyre,1
Drinker's paunch ,beer belly,2
Working the land ,tilling,4
Celestial body of hot gases ,star,1
Reach ,attain,6
Soldier in a light cavalry regiment ,hussar,1
Pursue,chase,1
"Guard, keeper ",warden,3
Original,primal,7
Life-supporting gas ,oxygen,1
Irrational fear ,phobia,1
Thoroughfare ,avenue,4
Those fully grown ,adults,1
Imperial land measurement ,acre,1
Film ,movie,2
Forgive sins,absolve,2
Formerly Nyasaland ,malawi,1
Renounce (a belief) ,recant,10
Sorcery -- conjuring ,magic,1
Golf ball support ,tee,16
Book of maps ,atlas,1
Quavering,tremulous,10
Flinch ,wince,13
Exalted; awesome ,sublime,4
Amiss ,awry,6
Artillerymen,gunners,1
Arab sailing ship ,dhow,1
Bequest ,legacy,2
Aristocratic lady,countess,2
Endured ,lasted,15
A feeling of righteous anger,outrage,3
The easing of tensions between nations ,detente,1
Large military force,army,1
