CLUE,ANS,POS,FOUND IN
Kill by piercing with a spear or sharp pole ,impale,3,Impaled
"Gas, O ",oxygen,20,Oxygen-hydrocarbon mixture (technical description of gasoline)
Tree trained to grow against wall,espalier,1,Espaliers
Examine (quickly) ,scan,1,Brief scan
Miscellaneous ,mixed,2,Mixed bag
West African republic,niger,2,Nigeria
Immeasurably bad ,abysmal,6,Abysmally dreadful
Large ocean fish ,marlin,2,Blue marlin
Ocean ,sea,7,Fish-filled sea
Irish county and port ,limerick,4,Limerick (county and port)
Having a common cultural tradition ,ethnic,11,Ethnic or national pride
