CLUE,ANS,POS,FOUND IN
"Rubbish, nonsense ",tosh,5,"Tosh: A British slang term to describe rubbish, nonsense, or idiocy."
Adult male ,man,1,Grown-up man
Galled,irked,15,Slightly irked
Legitimate - deserved ,rightful,3,Rightfully claimed
Slender tubes of pasta ,macaroni,9,Orecchino (Roman macaroni)
Period (of work); incantation ,spell,11,Labor spell (if considering mystical implications)
"Harry ......, famous American escapologist ",houdini,1,"Born Erik Weisz in Hungary in 1874, he adopted the stage name ""Houdini"" to avoid potential legal issues stemming from using a Jewish-sounding birthname during that era."
Opposite of light,dark,2,Darkness
Speed ,rate,7,Accelerated
"Eg, spaghetti ",pasta,1,Long pasta noodles
Require ,need,2,Basic human need: eating
TE Lawrence's milieu?,arabia,2,Arabian Peninsula
The Psalmist ,david,1,"Poet-theologian: A combination of a skilled poet and deep theological scholar, much like David who composed numerous psalms blending artistry with spiritual insight."
