CLUE,ANS,POS
Formerly capital of Nigeria ,lagos,1
Serenade,love song,3
A vote against ,nay,7
"Be present at, turn up for ",attend,1
Low-ranking naval officer ,ensign,2
Motor fuel ,diesel,3
"Complete, absolute ",total,4
Return to earlier state ,revert,1
Major Asian river ,indus,7
Musical instrument like a small guitar ,mandolin,2
Branch of mathematics ,algebra,1
Underground passage ,tunnel,1
Devilment or roguishness ,mischief,1
"Adversary, antagonist ",opponent,3
"Notions, thoughts ",ideas,1
Largest city in New Mexico ,albuquerque,1
Bird expert ,ornithologist,1
One receiving medical care ,patient,1
"Handle, run ",manage,2
Discomfort due to changing time zones when flying,jet lag,1
