CLUE,ANS,POS
Skin blemish ,wart,16
Cardinal number ,seventeen,17
Entrance ,gate,1
Tropical skirt ,sarong,3
Court game ,squash,9
"Appalling, awful ",dreadful,2
Ran away to get married ,eloped,1
Huge legendary beings ,giants,2
Window in roof ,skylight,1
Happy ,glad,2
Indian cotton rug ,dhurrie,1
Peculiar ,odd,1
Private teacher ,tutor,1
Perimeter of circle ,circumference,15
Fertiliser ,manure,1
Verity ,truth,1
Grotto ,cave,1
Very skilled or proficient ,adept,1
Apt or witty remark - in France ,bon mot,1
Tiny crustaceans ,krill,5
