CLUE,ANS,POS
"George _______, nom de plume of Eric Blair",orwell,1
Interconnected system of things or people ,network,1
Official record of names etc. ,register,3
Cage(s) to keep birds ,aviary,1
Academic robe ,gown,1
Hence ,thus,4
Gain knowledge ,learn,2
Cooking stove,range,1
Alfred Hitchcock was the master of it ,suspense,1
Erase ,delete,2
Bantu language ,swahili,1
City in Sweden ,uppsala,4
Device to reduce vibrations ,shock absorber,4
Private in the British Royal Engineers ,sapper,2
Pigment from the cuttlefish,sepia,1
'West Side Story' heroine ,maria,1
Unit of resistance ,ohm,1
A small quarrel ,spat,7
Red gemstone,garnet,3
Improper application ,misuse,1
Scandinavian country ,sweden,1
Place of execution ,gallows,1
Parent's sisters (informal),aunties,1
Fatigued ,tired,1
Flightless bird,emu,8
Buyer of goods,consumer,1
