CLUE,ANS,POS
Top US horse race ,kentucky derby,2
Any procedure regularly followed ,routine,1
Accustomed to home life ,domesticated,1
Large tall chimneys ,stacks,1
Ooze slowly out ,seep,5
Windless ,calm,1
City at the confluence of the Blue and White Nile ,khartoum,5
Dispenser of vapour for the nose or lungs ,inhaler,4
Planet ,mars,1
Pope's diadem ,tiara,1
Slippery fish ,eel,1
Southeast Asian country ,thailand,1
Greek god of love ,eros,1
Northern Ireland city ,omagh,9
Toy bear ,teddy,1
Divided Cypriot city ,nicosia,2
Largest Canary island ,tenerife,1
Satan ,lucifer,8
Wild animals; a soccer team ,wolves,6
