CLUE,ANS,POS,FOUND IN
Stingy hoarder ,miser,3,Miserly person
Nun's title ,sister,1,"Examples include Sister (Sorella), Mother (Madre), and Abbess (Abbessa)."
Thin and metallic in sound ,tinny,8,Tinny sound
Fit out ,equip,1,Equipped for living
Christian body noted for social work and bands ,salvation,1,"Salvation Army: An international charitable organization known for its distinctive red kettle bell-ringing during the holiday season, along with providing a range of social services worldwide"
Sat or lay with limbs stretched out ,sprawled,14,Sleeping soundly with limbs sprawled
Hitchcock's speciality ,suspense,1,Master of suspense
One eighth of a gallon ,pint,7,Half a pint (since there are 8 pints in a gallon)
Retain ,keep,9,Keep intact and unaltered
Lorelei ,siren,4,Sibilant siren
"Speak indistinctly, as a drunk might ",slur,1,Slurred words
"Unpredictable, temperamental",erratic,7,Erratic conduct
Of cattle ,bovine,1,Bovine animals
Wholly engrossed ,absorbed,1,Completely absorbed
Of little weight ,light,6,Lightweight
Building with many storeys,high-rise,4,High-rise building
Commercial vehicle ,van,6,Delivery van
Subject ,topic,4,"In philosophy: The subject of discussion could be the topic being explored within a philosophical argument or discourse (e.g., ethics, metaphysics)."
Bacterium causing sore throats etc ,streptococcus,1,Streptococcus pyogenes
