CLUE,ANS,POS
Celestial body ,star,1
Popeye's nemesis,bluto,1
Booking (in restaurant) ,reservation,1
Strange or eccentric person ,weirdo,5
Prejudice ,bias,1
Oriental two-wheeled carriage,rickshaw,8
"Cringing, fawning ",servile,6
Taj Mahal city ,agra,1
Country bumpkin ,yokel,9
Statement of money owed,invoice,12
Small narrow river ,stream,1
Bird of prey ,eagle,1
String ,twine,8
Explicit or in detail ,specific,9
Cardinal number ,seventeen,17
Court game ,squash,4
"Appalling, awful ",dreadful,8
Colour ,green,3
Window in roof ,skylight,1
PhD or D.Phil ,doctorate,1
Peculiar ,odd,16
Private teacher ,tutor,2
Perimeter of circle ,circumference,1
Fertiliser ,manure,7
Verity ,truth,1
Very skilled or proficient ,adept,2
